"route_id","route_desc","route_long_name","stop_name","stop_id","stop_lat","stop_lon"
"93","Local Bus","Sullivan Square Station - Downtown via Bunker Hill Street","Thirteenth St @ Second Ave","12853",42.377067,-71.051157
"93","Local Bus","Sullivan Square Station - Downtown via Bunker Hill Street","First Ave @ Ninth St","12855",42.376088,-71.052615
"93","Local Bus","Sullivan Square Station - Downtown via Bunker Hill Street","First Ave @ Fifth St","12856",42.37468,-71.054947
"93","Local Bus","Sullivan Square Station - Downtown via Bunker Hill Street","Chelsea St @ Constitution Rd","12858",42.373771,-71.058191
"8993","Supplemental Bus","Clarendon Hill - Haymarket Station","Chelsea St @ Constitution Rd","12858",42.373771,-71.058191
"93","Local Bus","Sullivan Square Station - Downtown via Bunker Hill Street","First Ave @ Terry Ring","12859",42.374705,-71.054667
"65","Local Bus","Brighton Center - Kenmore Station","Washington St @ Harvard St","1286",42.333109,-71.118928
"93","Local Bus","Sullivan Square Station - Downtown via Bunker Hill Street","First Ave @ Ninth St","12860",42.376199,-71.052255
"93","Local Bus","Sullivan Square Station - Downtown via Bunker Hill Street","Thirteenth St @ Fifth Ave","12862",42.37809,-71.052029
"93","Local Bus","Sullivan Square Station - Downtown via Bunker Hill Street","Bunker Hill St @ Baldwin St","12866",42.382514,-71.069736
"8993","Supplemental Bus","Clarendon Hill - Haymarket Station","Bunker Hill St @ Baldwin St","12866",42.382514,-71.069736
"65","Local Bus","Brighton Center - Kenmore Station","Washington St @ School St","1287",42.334491,-71.122471
"65","Local Bus","Brighton Center - Kenmore Station","Washington St opp Greenough St","1288",42.335166,-71.124492
"95","Local Bus","West Medford or Arlington Center - Sullivan Square Station","Mystic Ave @ Main St","12888",42.414759,-71.110199
"65","Local Bus","Brighton Center - Kenmore Station","Washington St @ Griggs Rd","1289",42.337403,-71.126747
"4","Commuter Bus","North Station - Tide Street","Pearl St @ High St","12891",42.355395,-71.054079
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Rivermoor St @ Charles Park Rd","129",42.278959,-71.175667
"65","Local Bus","Brighton Center - Kenmore Station","Washington St opp Gardner Rd","1290",42.338497,-71.129184
"65","Local Bus","Brighton Center - Kenmore Station","Washington St @ Fairbanks St","1291",42.338364,-71.131336
"65","Local Bus","Brighton Center - Kenmore Station","Washington St @ Beacon St","1292",42.339199,-71.135066
"65","Local Bus","Brighton Center - Kenmore Station","Washington St @ Bartlett St","1293",42.341245,-71.138162
"16","Local Bus","Forest Hills Station - Andrew Station or Harbor Point","Columbia Rd @ Bird St","12932",42.314492,-71.067211
"65","Local Bus","Brighton Center - Kenmore Station","Washington St @ Corey Rd","1294",42.342466,-71.140502
"17","Local Bus","Fields Corner Station - Andrew Station","Boston St @ Fr Songin Way","12940",42.328037,-71.057845
"16","Local Bus","Forest Hills Station - Andrew Station or Harbor Point","Boston St @ Fr Songin Way","12940",42.328037,-71.057845
"18","Local Bus","Ashmont Station - Andrew Station","Boston St @ Fr Songin Way","12940",42.328037,-71.057845
"65","Local Bus","Brighton Center - Kenmore Station","Washington St @ Commonwealth Ave","1295",42.343586,-71.142524
"65","Local Bus","Brighton Center - Kenmore Station","Washington St opp Euston Rd","1296",42.344593,-71.144416
"65","Local Bus","Brighton Center - Kenmore Station","Washington St @ Monastery Rd","1298",42.346056,-71.146117
"65","Local Bus","Brighton Center - Kenmore Station","Washington St opp Snow St","1299",42.346992,-71.148213
"65","Local Bus","Brighton Center - Kenmore Station","Washington St opp Shepard St","1300",42.34813,-71.149638
"65","Local Bus","Brighton Center - Kenmore Station","7 Winship St","1301",42.348814,-71.150755
"501","Commuter Bus","Brighton Center - Federal Street & Franklin Street","7 Winship St","1301",42.348814,-71.150755
"66","Key Bus","Harvard Square - Nubian Station","7 Winship St","1301",42.348814,-71.150755
"66","Key Bus","Harvard Square - Nubian Station","Harvard Ave @ Commonwealth Ave","1302",42.350621,-71.131245
"66","Key Bus","Harvard Square - Nubian Station","Harvard St @ Coolidge St","1304",42.345707,-71.127662
"66","Key Bus","Harvard Square - Nubian Station","Harvard St @ Shailer St","1306",42.343974,-71.124518
"66","Key Bus","Harvard Square - Nubian Station","Harvard St @ Beacon St","1308",42.342499,-71.121845
"66","Key Bus","Harvard Square - Nubian Station","Harvard St @ Marion St","1309",42.339637,-71.121038
"245","Local Bus","Quincy Center Station - Mattapan Station","Adams St @ Grenwold Rd","13093",42.253016,-71.017747
"66","Key Bus","Harvard Square - Nubian Station","Harvard St @ Harris St","1310",42.337914,-71.121506
"66","Key Bus","Harvard Square - Nubian Station","Harvard St @ School St","1311",42.335832,-71.120492
"18","Local Bus","Ashmont Station - Andrew Station","Dewar St @ Dorchester Ave","13121",42.309967,-71.057763
"66","Key Bus","Harvard Square - Nubian Station","Harvard St @ Washington St","1313",42.33327,-71.118824
"66","Key Bus","Harvard Square - Nubian Station","Huntington Ave @ S Huntington Ave","1314",42.331737,-71.112844
"211","Local Bus","Quincy Center Station - Squantum","Newland St @ Huckins Ave","13142",42.297056,-71.01647
"66","Key Bus","Harvard Square - Nubian Station","Huntington Ave @ Parker Hill Ave","1315",42.333092,-71.109678
"39","Key Bus","Forest Hills Station - Back Bay Station","Huntington Ave @ Parker Hill Ave","1315",42.333092,-71.109678
"35","Local Bus","Dedham Mall or Stimson Street - Forest Hills Station","Huntington Ave @ Parker Hill Ave","1315",42.333092,-71.109678
"66","Key Bus","Harvard Square - Nubian Station","Huntington Ave opp Fenwood Rd","1317",42.333494,-71.106036
"39","Key Bus","Forest Hills Station - Back Bay Station","Huntington Ave opp Fenwood Rd","1317",42.333494,-71.106036
"35","Local Bus","Dedham Mall or Stimson Street - Forest Hills Station","Huntington Ave opp Fenwood Rd","1317",42.333494,-71.106036
"66","Key Bus","Harvard Square - Nubian Station","Tremont St opp Wigglesworth St","1319",42.333785,-71.103909
"39","Key Bus","Forest Hills Station - Back Bay Station","Tremont St opp Wigglesworth St","1319",42.333785,-71.103909
"35","Local Bus","Dedham Mall or Stimson Street - Forest Hills Station","Tremont St opp Wigglesworth St","1319",42.333785,-71.103909
"66","Key Bus","Harvard Square - Nubian Station","Tremont St @ Saint Alphonsus St","1320",42.332857,-71.101262
"66","Key Bus","Harvard Square - Nubian Station","Tremont St @ Sewall St","1322",42.331819,-71.097819
"66","Key Bus","Harvard Square - Nubian Station","Tremont St @ Columbus Ave","1323",42.331479,-71.095333
"214216","Local Bus","Houghs Neck - Quincy Center Station via Germantown","Sea St @ Moffat Rd","13245",42.262116,-70.986311
"216","Local Bus","Houghs Neck - Quincy Center Station via Germantown","Sea St @ Moffat Rd","13245",42.262116,-70.986311
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Seaver St","1325",42.3101,-71.09188
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Seaver St","1325",42.3101,-71.09188
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Seaver St","1325",42.3101,-71.09188
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Seaver St","1325",42.3101,-71.09188
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Hutchings St","1326",42.311245,-71.090936
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Hutchings St","1326",42.311245,-71.090936
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Hutchings St","1326",42.311245,-71.090936
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Hutchings St","1326",42.311245,-71.090936
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Homestead St","1327",42.311784,-71.090515
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Homestead St","1327",42.311784,-71.090515
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Homestead St","1327",42.311784,-71.090515
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Homestead St","1327",42.311784,-71.090515
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Crawford St","1328",42.313354,-71.08924
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Crawford St","1328",42.313354,-71.08924
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Crawford St","1328",42.313354,-71.08924
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Crawford St","1328",42.313354,-71.08924
"8","Local Bus","Harbor Point - Kenmore Station","Massachusetts Ave opp Clapp St","133",42.323547,-71.064269
"16","Local Bus","Forest Hills Station - Andrew Station or Harbor Point","Massachusetts Ave opp Clapp St","133",42.323547,-71.064269
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Waumbeck St","1330",42.314496,-71.088338
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Waumbeck St","1330",42.314496,-71.088338
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Waumbeck St","1330",42.314496,-71.088338
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Waumbeck St","1330",42.314496,-71.088338
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Wyoming St","1331",42.315716,-71.08735
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Wyoming St","1331",42.315716,-71.08735
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Wyoming St","1331",42.315716,-71.08735
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Wyoming St","1331",42.315716,-71.08735
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Townsend St","1332",42.316934,-71.086503
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Townsend St","1332",42.316934,-71.086503
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Townsend St","1332",42.316934,-71.086503
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Townsend St","1332",42.316934,-71.086503
"23","Key Bus","Ashmont Station - Ruggles Station via Washington Street","Townsend St @ Warren St","13321",42.316392,-71.083219
"10","Local Bus","City Point - Copley Square","Townsend St @ Warren St","13321",42.316392,-71.083219
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Humboldt Ct","1334",42.318292,-71.086142
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ ML King Blvd","1335",42.319237,-71.085952
"44","Local Bus","Jackson Square Station - Ruggles Station","Walnut Ave @ Dale St","1337",42.321185,-71.085676
"202","Local Bus","Fields Corner Loop via Adams Street","Adams St @ Gallivan Blvd","13378",42.282827,-71.055898
"44","Local Bus","Jackson Square Station - Ruggles Station","Walnut Ave @ Rockland St","1338",42.322364,-71.084855
"44","Local Bus","Jackson Square Station - Ruggles Station","Walnut Ave @ St Richard St","1339",42.323534,-71.084009
"8","Local Bus","Harbor Point - Kenmore Station","Massachusetts Ave @ Columbia Rd","134",42.320516,-71.061612
"16","Local Bus","Forest Hills Station - Andrew Station or Harbor Point","Massachusetts Ave @ Columbia Rd","134",42.320516,-71.061612
"44","Local Bus","Jackson Square Station - Ruggles Station","Walnut Ave @ Circuit St","1340",42.323789,-71.083852
"217","Commuter Bus","Quincy Center Station - Ashmont Station via Wollaston Station","Bryant Ave @ Upton St","13400",42.250367,-71.038385
"245","Local Bus","Quincy Center Station - Mattapan Station","Quarry St @ Common St","13402",42.250117,-71.025084
"245","Local Bus","Quincy Center Station - Mattapan Station","Opp 254 Quarry St","13403",42.248427,-71.020566
"245","Local Bus","Quincy Center Station - Mattapan Station","Opp 150 Quarry St","13404",42.246347,-71.016357
"245","Local Bus","Quincy Center Station - Mattapan Station","Granite St @ Packards Lane","13406",42.244425,-71.010311
"245","Local Bus","Quincy Center Station - Mattapan Station","125 Granite St","13407",42.246089,-71.006084
"44","Local Bus","Jackson Square Station - Ruggles Station","Walnut Ave @ Rockland St","1341",42.322356,-71.085003
"44","Local Bus","Jackson Square Station - Ruggles Station","Walnut Ave @ Humboldt Ave","1342",42.320697,-71.086075
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ ML King Blvd","1344",42.319224,-71.086073
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Munroe St","1345",42.31808,-71.086321
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Townsend St","1346",42.317134,-71.08655
"38","Local Bus","Wren Street - Forest Hills Station","Humboldt Ave @ Townsend St","1346",42.317134,-71.08655
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Townsend St","1346",42.317134,-71.08655
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Townsend St","1346",42.317134,-71.08655
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Townsend St","1346",42.317134,-71.08655
"8","Local Bus","Harbor Point - Kenmore Station","Columbia Rd @ Pond St","135",42.319947,-71.059926
"41","Local Bus","Centre Street & Eliot Street - JFK/UMass Station","Columbia Rd @ Pond St","135",42.319947,-71.059926
"18","Local Bus","Ashmont Station - Andrew Station","Columbia Rd @ Pond St","135",42.319947,-71.059926
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Waumbeck St","1350",42.314699,-71.088322
"38","Local Bus","Wren Street - Forest Hills Station","Humboldt Ave @ Waumbeck St","1350",42.314699,-71.088322
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Waumbeck St","1350",42.314699,-71.088322
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Waumbeck St","1350",42.314699,-71.088322
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Waumbeck St","1350",42.314699,-71.088322
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Crawford St","1351",42.313142,-71.089559
"38","Local Bus","Wren Street - Forest Hills Station","Humboldt Ave @ Crawford St","1351",42.313142,-71.089559
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Crawford St","1351",42.313142,-71.089559
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Crawford St","1351",42.313142,-71.089559
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Crawford St","1351",42.313142,-71.089559
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Homestead St","1352",42.31199,-71.090502
"38","Local Bus","Wren Street - Forest Hills Station","Humboldt Ave @ Homestead St","1352",42.31199,-71.090502
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Homestead St","1352",42.31199,-71.090502
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Homestead St","1352",42.31199,-71.090502
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Homestead St","1352",42.31199,-71.090502
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Hutchings St","1353",42.311237,-71.091087
"38","Local Bus","Wren Street - Forest Hills Station","Humboldt Ave @ Hutchings St","1353",42.311237,-71.091087
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Hutchings St","1353",42.311237,-71.091087
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Hutchings St","1353",42.311237,-71.091087
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Hutchings St","1353",42.311237,-71.091087
"44","Local Bus","Jackson Square Station - Ruggles Station","Humboldt Ave @ Seaver St","1354",42.310086,-71.092009
"38","Local Bus","Wren Street - Forest Hills Station","Humboldt Ave @ Seaver St","1354",42.310086,-71.092009
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Humboldt Ave @ Seaver St","1354",42.310086,-71.092009
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Humboldt Ave @ Seaver St","1354",42.310086,-71.092009
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Humboldt Ave @ Seaver St","1354",42.310086,-71.092009
"66","Key Bus","Harvard Square - Nubian Station","Tremont St opp Roxbury Crossing Sta","1357",42.33158,-71.095246
"19","Local Bus","Fields Corner Station - Kenmore or Ruggles Station","Tremont St opp Roxbury Crossing Sta","1357",42.33158,-71.095246
"66","Key Bus","Harvard Square - Nubian Station","Tremont St @ Tobin Community Center","13590",42.332118,-71.098589
"19","Local Bus","Fields Corner Station - Kenmore or Ruggles Station","Tremont St @ Tobin Community Center","13590",42.332118,-71.098589
"8","Local Bus","Harbor Point - Kenmore Station","Columbia Rd @ Buttonwood St","136",42.32095,-71.056004
"41","Local Bus","Centre Street & Eliot Street - JFK/UMass Station","Columbia Rd @ Buttonwood St","136",42.32095,-71.056004
"66","Key Bus","Harvard Square - Nubian Station","Tremont St @ Saint Alphonsus St","1360",42.33303,-71.101383
"34E","Local Bus","Walpole Center - Forest Hills Station","Washington St @ School St","13618",42.24757,-71.173924
"66","Key Bus","Harvard Square - Nubian Station","Tremont St @ Huntington Ave","1362",42.333906,-71.103897
"66","Key Bus","Harvard Square - Nubian Station","Huntington Ave @ Fenwood Rd","1363",42.333739,-71.105717
"39","Key Bus","Forest Hills Station - Back Bay Station","Huntington Ave @ Fenwood Rd","1363",42.333739,-71.105717
"35","Local Bus","Dedham Mall or Stimson Street - Forest Hills Station","Huntington Ave @ Fenwood Rd","1363",42.333739,-71.105717
"66","Key Bus","Harvard Square - Nubian Station","835 Huntington Ave opp Parker Hill Ave","1365",42.33328,-71.109273
"39","Key Bus","Forest Hills Station - Back Bay Station","835 Huntington Ave opp Parker Hill Ave","1365",42.33328,-71.109273
"35","Local Bus","Dedham Mall or Stimson Street - Forest Hills Station","835 Huntington Ave opp Parker Hill Ave","1365",42.33328,-71.109273
"66","Key Bus","Harvard Square - Nubian Station","Huntington Ave @ Riverway","1366",42.331966,-71.113099
"66","Key Bus","Harvard Square - Nubian Station","Harvard St @ Kent St","1367",42.33326,-71.118666
"222","Local Bus","East Weymouth - Quincy Center Station","Pleasant St opp Shawmut St","13685",42.213495,-70.924934
"66","Key Bus","Harvard Square - Nubian Station","Harvard St @ Aspinwall Ave","1369",42.336098,-71.120612
"24","Local Bus","Wakefield Avenue & Truman Parkway - Ashmont Station","Charles Park Rd @ Rivermoor St","137",42.278907,-71.175492
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Charles Park Rd @ Rivermoor St","137",42.278907,-71.175492
"66","Key Bus","Harvard Square - Nubian Station","Harvard St opp Vernon St","1371",42.338226,-71.121312
"226","Local Bus","Columbian Square - Braintree Station","Commercial St @ Quincy Ave","13713",42.220843,-70.969725
"226","Local Bus","Columbian Square - Braintree Station","Union St @ Commercial St","13714",42.220559,-70.977686
"226","Local Bus","Columbian Square - Braintree Station","Union St @ McCusker Dr","13716",42.219106,-70.982342
"66","Key Bus","Harvard Square - Nubian Station","Harvard St @ Beacon St","1372",42.341909,-71.121143
"66","Key Bus","Harvard Square - Nubian Station","Harvard St @ Stedman St","1373",42.344321,-71.124866
"66","Key Bus","Harvard Square - Nubian Station","Harvard St @ Coolidge St","1375",42.345963,-71.127686
"66","Key Bus","Harvard Square - Nubian Station","Harvard St opp Verndale St","1376",42.348572,-71.129451
"66","Key Bus","Harvard Square - Nubian Station","Harvard Ave @ Commonwealth Ave","1378",42.35067,-71.131094
"66","Key Bus","Harvard Square - Nubian Station","Harvard Ave @ Brighton Ave","1379",42.352418,-71.131843
"8","Local Bus","Harbor Point - Kenmore Station","Mt Vernon St @ Bay Side Expo Center","138",42.319967,-71.048782
"16","Local Bus","Forest Hills Station - Andrew Station or Harbor Point","Mt Vernon St @ Bay Side Expo Center","138",42.319967,-71.048782
"226","Local Bus","Columbian Square - Braintree Station","Washington St opp Prospect St","13808",42.218858,-70.967288
"10","Local Bus","City Point - Copley Square","W Dedham St @ Washington St","1381",42.340934,-71.071104
"226","Local Bus","Columbian Square - Braintree Station","Washington St opp Richmond St","13813",42.217468,-70.965438
"226","Local Bus","Columbian Square - Braintree Station","Washington St @ Broad St","13814",42.216095,-70.963522
"226","Local Bus","Columbian Square - Braintree Station","Washington St @ Hunt St","13815",42.213445,-70.961315
"226","Local Bus","Columbian Square - Braintree Station","409 Washington St","13816",42.209722,-70.95882
"226","Local Bus","Columbian Square - Braintree Station","Washington St opp Avalon Dr","13817",42.205669,-70.954448
"226","Local Bus","Columbian Square - Braintree Station","563 Washington St","13818",42.204672,-70.952634
"226","Local Bus","Columbian Square - Braintree Station","Washington St opp West Lake Dr","13819",42.203739,-70.950648
"10","Local Bus","City Point - Copley Square","43 W Dedham St","1382",42.341882,-71.072691
"226","Local Bus","Columbian Square - Braintree Station","Washington St @ Winter Ct","13820",42.201881,-70.946697
"226","Local Bus","Columbian Square - Braintree Station","Middle St @ Winter St","13821",42.200665,-70.945973
"226","Local Bus","Columbian Square - Braintree Station","Middle St @ Circuit Ave","13822",42.197456,-70.948617
"226","Local Bus","Columbian Square - Braintree Station","Middle St @ Tara Dr","13823",42.194201,-70.949734
"226","Local Bus","Columbian Square - Braintree Station","Middle St opp Mediterranean Dr","13824",42.189731,-70.952633
"226","Local Bus","Columbian Square - Braintree Station","561 Main St","13825",42.187111,-70.955589
"226","Local Bus","Columbian Square - Braintree Station","Main St @ Adams Place","13827",42.178989,-70.955386
"226","Local Bus","Columbian Square - Braintree Station","Opp 85 Columbian St","13828",42.176258,-70.95355
"226","Local Bus","Columbian Square - Braintree Station","Opp 41 Columbian St","13829",42.175261,-70.95219
"10","Local Bus","City Point - Copley Square","Dartmouth St @ Tremont St","1383",42.342976,-71.07376
"226","Local Bus","Columbian Square - Braintree Station","Pleasant St @ Main St","13830",42.171858,-70.955167
"226","Local Bus","Columbian Square - Braintree Station","Opp 861 Main St","13831",42.175274,-70.955366
"226","Local Bus","Columbian Square - Braintree Station","780 Main St","13832",42.178835,-70.955265
"226","Local Bus","Columbian Square - Braintree Station","Opp 561 Main St","13834",42.187006,-70.955457
"226","Local Bus","Columbian Square - Braintree Station","Middle St @ Mediterranean Dr","13835",42.189722,-70.952463
"226","Local Bus","Columbian Square - Braintree Station","Middle St @ Dixon St","13836",42.193976,-70.949666
"226","Local Bus","Columbian Square - Braintree Station","Middle St opp Circuit Ave","13837",42.197311,-70.94867
"226","Local Bus","Columbian Square - Braintree Station","Middle St opp Winter St","13838",42.200694,-70.945829
"226","Local Bus","Columbian Square - Braintree Station","Washington St opp Winter Ct","13839",42.201902,-70.946504
"10","Local Bus","City Point - Copley Square","Dartmouth St @ Appleton St","1384",42.345018,-71.074771
"226","Local Bus","Columbian Square - Braintree Station","Washington St @ West Lake Dr","13840",42.203765,-70.950452
"226","Local Bus","Columbian Square - Braintree Station","564 Washington St","13841",42.205422,-70.953745
"226","Local Bus","Columbian Square - Braintree Station","Washington St @ Avalon Dr","13842",42.205754,-70.954323
"226","Local Bus","Columbian Square - Braintree Station","Washington St @ Main St","13843",42.207885,-70.957198
"222","Local Bus","East Weymouth - Quincy Center Station","Pleasant St @ Colonels Dr","13844",42.198592,-70.924618
"222","Local Bus","East Weymouth - Quincy Center Station","Pleasant St @ Sanderson Ave","13845",42.201804,-70.924606
"222","Local Bus","East Weymouth - Quincy Center Station","Pleasant St opp Granite Post Lane","13846",42.204809,-70.924437
"222","Local Bus","East Weymouth - Quincy Center Station","Pleasant St @ Lorraine St","13848",42.207039,-70.924597
"222","Local Bus","East Weymouth - Quincy Center Station","Pleasant St opp Lambert Ave","13849",42.209068,-70.924819
"222","Local Bus","East Weymouth - Quincy Center Station","Pleasant St @ Raymond St","13850",42.211448,-70.924461
"222","Local Bus","East Weymouth - Quincy Center Station","Pleasant St @ Riley Ave","13851",42.211383,-70.924576
"222","Local Bus","East Weymouth - Quincy Center Station","Pleasant St @ Lambert Ave","13852",42.209181,-70.924939
"222","Local Bus","East Weymouth - Quincy Center Station","Pleasant St @ Village Rd","13853",42.207003,-70.924716
"222","Local Bus","East Weymouth - Quincy Center Station","Pleasant St @ Granite Post Lane","13854",42.204936,-70.924535
"222","Local Bus","East Weymouth - Quincy Center Station","Pleasant St opp Sanderson Ave","13855",42.201891,-70.924736
"222","Local Bus","East Weymouth - Quincy Center Station","Mutton Lane @ Old Stone Way","13856",42.199225,-70.925524
"222","Local Bus","East Weymouth - Quincy Center Station","100 Mutton Lane","13857",42.19762,-70.928307
"222","Local Bus","East Weymouth - Quincy Center Station","1197 Washington St","13858",42.196419,-70.927982
"222","Local Bus","East Weymouth - Quincy Center Station","851 Pleasant St","13859",42.196556,-70.925847
"57","Key Bus","Watertown Yard - Kenmore Station","Boylston St @ Prudential Center","1389",42.348631,-71.082561
"55","Local Bus","Jersey Street & Queensberry Street - Copley Station","Boylston St @ Prudential Center","1389",42.348631,-71.082561
"8","Local Bus","Harbor Point - Kenmore Station","263 Mt Vernon St @ St Christopher's Church","139",42.31897,-71.045834
"16","Local Bus","Forest Hills Station - Andrew Station or Harbor Point","263 Mt Vernon St @ St Christopher's Church","139",42.31897,-71.045834
"10","Local Bus","City Point - Copley Square","Dartmouth St @ Appleton St","1395",42.345156,-71.074969
"236","Local Bus","South Shore Plaza - Quincy Center Station","Franklin St @ Guild St","13959",42.242489,-71.003457
"10","Local Bus","City Point - Copley Square","Dartmouth St @ Tremont St","1396",42.342885,-71.073849
"10","Local Bus","City Point - Copley Square","Opp 43 W Dedham St","1397",42.341714,-71.07269
"10","Local Bus","City Point - Copley Square","W Dedham St @ Washington St","1398",42.340883,-71.071385
"55","Local Bus","Jersey Street & Queensberry Street - Copley Station","Belvidere St @ Huntington Ave","1399",42.345878,-71.082894
"10","Local Bus","City Point - Copley Square","Dorchester St @ Dorchester Ave","14",42.329603,-71.056819
"8","Local Bus","Harbor Point - Kenmore Station","Mt Vernon St @ Paul A. Dever School","140",42.317913,-71.042799
"16","Local Bus","Forest Hills Station - Andrew Station or Harbor Point","Mt Vernon St @ Paul A. Dever School","140",42.317913,-71.042799
"69","Local Bus","Harvard Square - Lechmere Station","Cambridge St @ Prescott St","1400",42.37522,-71.112868
"69","Local Bus","Harvard Square - Lechmere Station","Cambridge St @ Trowbridge St","1401",42.374884,-71.110198
"69","Local Bus","Harvard Square - Lechmere Station","Cambridge St @ Dana St","1402",42.374482,-71.107192
"69","Local Bus","Harvard Square - Lechmere Station","Cambridge St @ Highland Ave","1403",42.374149,-71.104529
"236","Local Bus","South Shore Plaza - Quincy Center Station","Franklin St opp Summer St","14030",42.203274,-71.007924
"69","Local Bus","Harvard Square - Lechmere Station","Cambridge St @ Fayette St","14031",42.373839,-71.102211
"238","Local Bus","Holbrook/Randolph Station - Quincy Center Station","88 North St","14056",42.164869,-71.039538
"69","Local Bus","Harvard Square - Lechmere Station","Cambridge St @ Norfolk St","1406",42.373088,-71.096361
"69","Local Bus","Harvard Square - Lechmere Station","Cambridge St @ Berkshire St","1409",42.372212,-71.089618
"69","Local Bus","Harvard Square - Lechmere Station","Cambridge St @ Sixth St","1411",42.371607,-71.08492
"69","Local Bus","Harvard Square - Lechmere Station","Cambridge St @ Fifth St","1412",42.371395,-71.083264
"69","Local Bus","Harvard Square - Lechmere Station","Cambridge St @ Sciarappa St","1413",42.371184,-71.081637
"602","Rail Replacement Bus","Lechmere Station - North Station","Nashua St @ Science Park","14155",42.367531,-71.066825
"602","Rail Replacement Bus","Lechmere Station - North Station","Martha Rd @ Whittier Pl","14159",42.366104,-71.066986
